ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
10045,Yes,Mineral and Fossil Localities of Northwest Nova Scotia,"MacBournie, B A, Nova Scotia Department of Mines and Energy;Devanney, M E, Nova Scotia Department of Mines and Energy",Open File Report ME 1988-025,1986,1 page(s),2 map(s),"fossil location, scale: 1:75000; geological, scale: 1:75000; industrial mineral location, scale: 1:75000; metallic mineral location, scale: 1:75000",agate; amethyst; anhydrite; argentite; azurite; barite; barium; bornite; calcite; celestite; chalcedony; chalcocite; chalcopyrite; coal; copper; dolomites; fluorine; fluorite; fossil fuels; fossils; galena; gersdorffite; gypsum; halite; hematite; industrial minerals; iron; jasper; lead; limestones; limonite; malachite; manganese; manganite; marcasite; metallic minerals; mineralization; obsidian; paleontology; psilomelane; pyrite; pyrolusite; quartz; regional geology; siderite; silver; sphalerite; sylvite; tennantite; vivianite; zeolites; zinc,"Cumberland County; Kings County; Nova Scotia, Northern",21H/01; 21H/02; 21H/07; 21H/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10047,Yes,The Department of Mines and Mineral Exploration in Nova Scotia,"Shea, F S, Nova Scotia Department of Mines and Energy",Open File Report ME 1988-027,1974,14 page(s),0 map(s),,barite; celestite; clays; coal; fluorite; fossil fuels; gold; gravels; industrial minerals; metallic minerals; mineral evaluation surveys; mineral exploration activities; oil shales; salt; sands,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10048,Yes,Developments in Nova Scotia's Mineral Industry,"Shea, F S, Nova Scotia Department of Mines and Energy",Open File Report ME 1988-028,1968,18 page(s),0 map(s),,anhydrite; barite; celestite; clays; coal; dolomites; economic geology; fluorite; fossil fuels; gold; gypsum; industrial minerals; lead; limestones; manganese; metallic minerals; mineral evaluation surveys; mineral exploration activities; ore grades; ore reserves; petroleum; production; salt; shales; silica; silver; zinc,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10091,No,"Composition, Origin and Geology of Coal","Hacquebard, P A, Geological Survey of Canada ;Nova Scotia Department of Mines and Energy",Open File Report ME 1988-034,1982,274 page(s),15 map(s),"coal geological, scale: 1:253440; coal seam location, scale: 1:500000; mine level plan, scale: 1:3600",Acadia Seam; Backpit Seam; block diagrams; clay minerals; coal; coal analyses; coal classification; coal fields; coal mining; coal petrography; coal petrology; coal ranks; coal seams; coalification; correlation sections; correlations; cross-sections; Cumberland Gp; depositional environment; economic geology; facies; Foord Seam; fossil fuels; geochemistry; Harbour Seam; histograms; Hub Seam; lithotypes; Lloyd Cove Seam; macerals; McGregor Seam; McLeod Seam; microlithotypes; mining properties; New Seam; No 1 Seam; No 2 Seam; No 3 Seam; No 6 Seam; No 7 Seam; ore reserves; palynology; peat; Pennsylvanian; petrology; Phalen Seam; photographs; photomicrographs; Pictou Gp; Pollen; production; pyrite; quartz; resources; Scott Seam; sedimentology; Six Foot Seam; Spores; stratigraphic columns; stratigraphic sections; sulphur; Syndicate Mine; ternary diagrams; Third Seam,"Cape Breton County; Cape Breton Island; Chignecto Coalfield; Chimney Corner; Chimney Corner Coalfield; Cumberland County; Debert Coalfield; Inverness Coalfield; Inverness County; Joggins; Joggins Coalfield; Mabou Coalfield; Pictou; Pictou Coalfield; Pictou County; Port Hood Coalfield; Springhill; Springhill Coalfield; St Rose Coalfield; St. Rose; Sydney; Sydney Coalfield; Sydney, Offshore",11E/06; 11E/10; 11J/04; 11K/01; 11K/03; 11K/04; 11K/06; 11K/08; 21H/09,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10096,No,"Petroleum, Offshore, Sable Island Bank, Nova Scotia. Report on Mobil Oil Thebaud I-93 Well Hydrocarbon Pyrolysis and Gas Analyses, Organic Carbon, Maturation, Vitrinite Reflectance and Seismic Logging","Martin, T B;Staplin, F L;Mobil Oil Canada Limited",Assessment Report ME Offshore 1985-023,1985,153 page(s),0 map(s),,"bitumen; chemical analyses; coal; core descriptions; drill core geochemistry; drill stem tests; drillholes; fossil fuels; gas analyses; gas shows; geochemical profiles; geochemistry; geophysics; hydrocarbons; kerogen; marine geology; maturation; offshore wells; organic carbon; paraffin content; petroleum; pore pressures; pyrolysis; reservoirs; seismic logging; seismic logs; source rocks; Thebaud I-93 [Mobil] Well, Offe; vitrinite reflectance",Sable Island Bank,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10120,No,"Brief Presented To Government of Canada on Behalf of the Coal Conference Held at Halifax, November 8th and 9th",Anonymous;Nova Scotia Department of Mines and Energy,Open File Report ME 1988-036,1939,54 page(s),0 map(s),,coal; economic geology; economics; fossil fuels; marketing; production,Cape Breton County; Cape Breton Island; Cumberland County; Pictou; Pictou Coalfield; Pictou County; Springhill; Springhill Coalfield; Sydney; Sydney Coalfield,11E/10; 11J/04; 11K/01; 11K/02; 11K/07; 11K/08; 21H/09,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10122,Yes,Mineral Resource Land Use Map of Halifax County [11E/03] [1:50 000],"Hopper, D B, Nova Scotia Department of Mines and Energy;Dobson, C A, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-011,1988,0 page(s),1 map(s),"drillhole location, scale: 1:50000; industrial mineral location, scale: 1:50000; land use, scale: 1:50000; metallic mineral location, scale: 1:50000",anhydrite; arsenic; barite; bedrock geological mapping; Cambrian; clays; coal; copper; diatomite; dolomites; drillholes; environmental geology; fluorite; fossil fuels; glaciofluvial deposits; gold; granites; gypsum; halite; industrial minerals; iron; land use; lead; lignites; limestones; Meguma Gp; metallic minerals; Mississippian; Ordovician; pits; regional geology; silica; silver; surficial geology/geomorphology; Windsor Gp; zinc,Gays River; Halifax County,11E/03,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-63 00 00 / 45 00 00; -63 30 00 / 45 00 00; -63 30 00 / 45 15 00; -63 00 00 / 45 15 00,,,
10124,No,"Geology-Stellarton Basin [East Half], Pictou County, Nova Scotia","Naylor, R D, Nova Scotia Department of Mines and Energy;Black, M C, Nova Scotia Department of Mines and Energy ;Smith, W D, Nova Scotia Department of Mines and Energy;Conrod, D J, Nova Scotia Department of Mines and Energy ;Prime, G A, Nova Scotia Department of Mines and Energy",Open File Report ME 1986-052,1988,107 page(s),3 map(s),"drillhole location, scale: 1:5000; geological, scale: 1:5000; study area location, scale: 1:200000",Albion Mbr; Anthraconauta; Calamites; Coal Brook Mbr; coal seams; conglomerates; Cordaites; correlation sections; correlations; cross-sections; depositional environment; drillholes; faults; fossil fuels; fossil plants; fossils; grain size analysis; joints; Lepidodendron; Lepidostrobus; lithofacies; lithology; lithotypes; oil shales; Ostracods; paleontology; Pennsylvanian; pits; Plymouth Mbr; regional geology; sandstones; sedimentary structures; sedimentology; Shaw Pit; Stellarton Basin; Stellarton Fm; Stigillaria; Stigmaria; stratigraphic columns; stratigraphy; structural geology; Thorburn Mbr,Pictou Coalfield; Pictou County; Stellarton,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10125,Yes,"Geological Map of the Stellarton Basin [East Half], Pictou County, Nova Scotia [1:5 000]","Naylor, R D, Nova Scotia Department of Mines and Energy;Prime, G A, Nova Scotia Department of Mines and Energy;Smith, W D, Nova Scotia Department of Mines and Energy",Open File Map ME 1986-047,1988,0 page(s),1 map(s),"drillhole location, scale: 1:5000; geological, scale: 1:5000",Albion Mbr; Albion Syncline; anticlines; Arisaig Gp; Bears Brook Fm; bedrock geological mapping; Cage Seam; Captain Seam; Carboniferous; coal; Coal Brook Mbr; coal seams; Coalburn Fault; conglomerates; drillholes; East Fault; East River Road Fault; faults; Foord Seam; fossil fuels; fossils; Georgeville Gp; grain size analysis; Greenwood Fault; lithofacies; lithotypes; McAras Brook Fm; McBean Seam; McKay Seam; McLellan Brook Fault; McLeod Seam; Mississippian; Mountain Road Fault; Mountville Fault; New Glasgow Fault; oil shales; paleontology; Pennsylvanian; Pine Tree Fault; pits; Plymouth Fault; Plymouth Mbr; regional geology; sandstones; sedimentary structures; siltstones; Six Foot Seam; South Fault; St Lawrence Fault; Stellarton Basin; Stellarton Fm; stratigraphic columns; stratigraphy; structural geology; synclines; Third Seam; Thorburn Mbr; torbanites; Widow Chisholm Seam; Windsor Gp,Pictou Coalfield; Pictou County; Stellarton,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-60 32 15 / 45 35 00; -60 39 15 / 45 35 00; -60 39 15 / 45 32 15; -60 32 15 / 45 32 15,,,
10133,No,"Nova Scotia Mineral Resources, Opportunities for New Investment, New Products and New Markets, a Preliminary Review","Potter, R R, Nova Scotia Department of Mines and Energy",Open File Report ME 1988-008,1986,68 page(s),16 map(s),"coal reserves location, scale: 1:1000000; industrial mineral location, scale: 1:1000000; metallic mineral location, scale: 1:1000000; oil shale location, scale: 1:1000000; radioactive mineral location, scale: 1:1000000",aggregates; andalusite; anhydrite; antimony; arsenic; barite; beryllium; bismuth; brucite; cadmium; cesium; clays; coal; cobalt; columbium; copper; crushed stones; diatomite; dolomites; economic geology; fluorine; fossil fuels; garnet; gas; germanium; gold; graphite; gypsum; indium; industrial minerals; iron; kaolin; lead; limestones; lithium; magnesite; manganese; mercury; metallic minerals; molybdenum; nickel; oil shales; olivine; peat; petroleum; phosphate; platinum; production; quarries; quartz; radioactive minerals; rhenium; rubidium; rutile; salt; selenium; silver; sulphur; talc; tantalum; tellurium; thorium; tin; titanium; topaz; tourmaline; tungsten; underground hydrocarbon storage; uranium; vanadium; wollastonite; zeolites; zinc,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10134,No,"Potential for Groundwater Contamination Caused By Past and Present Mining, Milling and Metallurgical Processing Activities In Nova Scotia and New Brunswick","Nolan, Davis and Associates Limited;Canada Department of the Environment;Nova Scotia Department of Mines and Energy",Open File Report ME 1988-009,1987,100 page(s),4 map(s),"coal field location, scale: 1:2500000; industrial mineral location, scale: 1:2500000; metallic mineral location, scale: 1:2500000",antimony; aquifers; Arisaig Gp; barite; Cambrian; Canso Gp; Carboniferous; chemical analyses; coal; copper; Cumberland Gp; Davis Lake Pluton; economic geology; environmental geology; fossil fuels; Fourchu Gp; geochemistry; gold; Goldenville Fm; granites; groundwater flow; groundwater geochemistry; groundwater pollution; gypsum; Halifax Fm; Horton Gp; hydrogeology; industrial minerals; iron; lead; manganese; Meguma Gp; metallic minerals; mines; mining history; Mississippian; Morien Gp; North Mountain Fm; Ordovician; Pembroke Fm; Pennsylvanian; Pictou Gp; production; rhyolites; Riversdale Gp; salt; sandstones; silver; Stellarton Fm; tin; Torbrook Fm; White Rock Fm; Windsor Gp; zinc,Chimney Corner Coalfield; Debert Coalfield; Inverness Coalfield; Joggins Coalfield; Kemptown Coalfield; Mabou Coalfield; Nova Scotia; Pictou Coalfield; Port Hood Coalfield; River Hebert Coalfield; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10141,Yes,"Coal, Westville, Pictou County, Nova Scotia. Reports on Drilling and the Feasibility of Retrieving Coal Reserves [Westville Coal Mining Project, Drill Program April, 1986]","MacDonald, R H;Nova Construction Company Limited;Pioneer Coal Company Limited",Assessment Report ME 1986-163,1986,30 page(s),1 map(s),"drillhole location, scale: 1:2400",Acadia Seam; coal; drillhole logs; drillholes; feasibility studies; fossil fuels; Scott Seam,Pictou Coalfield; Pictou County; Westville,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10217,No,"The depositional environment of the Late Carboniferous Coal Bearing Sydney Mines Formation, Point Aconi Area, Cape Breton Island, Nova Scotia","Bird, D J, Dalhousie University",Thesis ME 621,1987,365 page(s),20 map(s),"coal mine location, scale: 1:100000; coal seam location, scale: 1:100000; drillhole location, scale: 1:100000; geological, scale: 1:100000; outcrop location, scale: 1:300000; paleogeographical, scale: N/A; stratigraphic column location, scale: 1:100000; structural, scale: 1:100000; study area location, scale: 1:100000; vegetation type, scale: 1:500000",channel deposits; coal; coal petrology; coal seams; correlation sections; cross-sections; cyclothems; deltaic facies; depositional environment; depositional history; drillholes; economic analysis; economic geology; facies models; fluvial deposits; fossil fuels; histograms; limestones; mining history; Morien Gp; mudstones; paleocurrent directions; Pennsylvanian; petrographic analyses; petrology; photographs; rose diagrams; sandstones; scatter diagrams; sedimentary facies; sedimentary structures; sedimentology; stratigraphic charts; stratigraphic columns; stratigraphic sections; stratigraphy; Sydney Basin; Sydney Mines Fm; ternary diagrams,Cape Breton Island; Point Aconi,11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,MSc
10256,No,"Carboniferous fluvial strata of the Inverness Formation at Finlay Point, Southwest Cape Breton Island","Deal, A J, Dalhousie University",Thesis ME 622,1986,79 page(s),3 map(s),"geological, scale: N/A; physiographical, scale: 1:3000; study area location, scale: 1:2500000",Carboniferous; channel deposits; coal; depositional environment; economic geology; facies; facies models; facies models; flow charts; fluvial deposits; fossil fuels; gravels; Inverness Fm; markov process; mineral exploration history; mineralogical analyses; paleocurrent analyses; Permian; petrology; Pictou Gp; rose diagrams; sand bars; sandstones; scatter diagrams; sedimentology; shales; stratigraphic charts; stratigraphic columns; stratigraphic sections; stratigraphy; ternary diagrams; x-ray diffraction,Cape Breton Island; Finlay Point; Inverness County; Mabou Mines,11K/03C; 11K/03D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10269,No,Drilling Logs of Government Core Drills 1986,"Kavanaugh, C, Nova Scotia Department of Mines and Energy",Report ME 1987-004,1987,59 page(s),17 map(s),"drillhole location, scale: 1:50000",base metals; building stones; coal; drillhole logs; drillholes; fossil fuels; gold; gypsum; industrial minerals; McKeens Quarry; metallic minerals; potash; Yava Mine,Amherst; Baileys Brook; Cape Breton County; Cape Breton Island; Chance Harbour; Colchester County; Cumberland County; Dean Chapter Lake; Eight Mile Brook; Fraser Mountain; Guysborough County; Halifax County; Hants County; Hardwood Hill; Inverness County; Judique; Lake Charlotte; Lunenburg County; Meadows Road; Pictou County; Riverside Corner; Sawmill Brook; Sinclair Lake; Wallace,11D/15B; 11E/01A; 11E/04C; 11E/10A; 11E/10B; 11E/10C; 11E/10D; 11E/11C; 11E/14B; 11F/14B; 11F/16B; 11K/01B; 21A/16B; 21H/16A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10273,Yes,Reflection Seismic Coverage of Onshore and Nearshore Nova Scotia 1942-1987,"McMahon, P G, Nova Scotia Department of Mines and Energy",Information Series ME 014,1988,34 page(s),4 map(s),"seismic project location, scale: 1:250000; study area location, scale: 1:3500000",coal; geophysics; mineral exploration activities; petroleum; potash; seismic reflection surveys; structural analysis,Cape Breton Island; Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10274,No,"Structure and Correlation of Coal-Bearing Strata of the Athol Syncline, Cumberland Basin: Results of Recent Seismic Studies","Calder, J H, Nova Scotia Department of Mines and Energy;Bromley, D S, Geological Survey of Canada",Report ME 1988-003,1988,13-Sep,1 map(s),"structural, scale: 1:300000",Athol Syncline; Carboniferous; coal; Cumberland Basin; Cumberland Gp; fossil fuels; geophysics; Joggins Seam; seismic surveys; stratigraphic columns; stratigraphic correlations; stratigraphy; structural interpretations; synclines,Cumberland Basin; Cumberland County; Joggins Coalfield; Springhill Coalfield,21H/08C; 21H/08D; 21H/09A; 21H/09B; 21H/09D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch Report of Activities 1988, Part A; 223 page(s)",,
10275,No,A Progress Report on the Debert-Kemptown Basin Project,"Naylor, R D, Nova Scotia Department of Mines and Energy;Molyneaux, P M, Nova Scotia Department of Mines and Energy",Report ME 1988-003,1988,15-19,1 map(s),"study area location, scale: 1:250",Carboniferous; coal; Debert-Kemptown Basin; Delaney Fm; fossil fuels; stratigraphic columns; stratigraphic correlations; stratigraphy; structural features; vitrinite reflectance,Colchester County; Debert; Debert-Kemptown Basin; Debert-Kemptown Coalfield; Kemptown,11E/06C; 11E/06D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch Report of Activities 1988, Part A; 223 page(s)",,
10276,No,Stellarton Basin Project,"Smith, W D, Nova Scotia Department of Mines and Energy;Gillis, K S, Nova Scotia Department of Mines and Energy;Montgomery, S A, Nova Scotia Department of Mines and Energy",Report ME 1988-003,1988,21-29,2 map(s),"geological, scale: 1:150000; study area location, scale: 1:3168000",coal; depositional history; fossil fuels; lithofacies; lithologic records; oil shales; Pennsylvanian; sedimentology; Stellarton Basin; Stellarton Fm; stratigraphic charts; stratigraphic columns; stratigraphic correlations; stratigraphy,Pictou County; Stellarton; Stellarton Basin,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch Report of Activities 1988, Part A; 223 page(s)",,
10352,Yes,"Views on Remaining Mining Reserves of the Pictou Coalfield, N. S.","Hacquebard, P A, Geological Survey of Canada ;Barss, M S, Geological Survey of Canada ;Nova Scotia Department of Mines and Energy",Open File Report ME 1988-050,1966,10 page(s),0 map(s),,Acadia Seam; Albion Mbr; Carboniferous; coal; cross-sections; drillhole logs; drillholes; economic geology; Foord Seam; fossil fuels; histograms; McGregor Seam; microscope analyses; mineral exploration proposals; Morien Gp; ore reserves estimates; paleontology; Scott Seam; Spores; stratigraphic correlations; stratigraphy; Westville Seam,Pictou Coalfield; Pictou County; Stellarton; Westville,11E/10A; 11E/10B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10353,Yes,"A Preliminary Assessment of the Coal Potential of Pictou County, N. S.","Goodman, N R, Nova Scotia Department of Mines and Energy",Open File Report ME 1988-051,1971,38 page(s),0 map(s),,Acadia Seam; Black Diamond Mine; Cage Seam; Carboniferous; chemical analyses; coal; coal analyses; cross-sections; drillhole logs; drillholes; Drummond Colliery; economic geology; Foord Seam; fossil fuels; McBean Seam; mineral exploration proposals; mines; ore grades; ore reserves estimates; Scott Seam; shafts,Pictou Coalfield; Pictou County; Stellarton; Thorburn; Westville,11E/10A; 11E/10B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10354,Yes,"Report on the 7- and 13- Foot Seams of the Inverness Coalfield, Inverness County, Cape Breton Island, N. S.","Haites, T B, Geological Survey of Canada ;Nova Scotia Department of Mines and Energy",Open File Report ME 1988-052,1951,21 page(s),0 map(s),,ash; carbon; Carboniferous; chemical analyses; coal; coal analyses; drillholes; faults; fossil fuels; geochemistry; Harbour Seam; Mabou Mines; mineral exploration history; mines; ore reserves estimates; Plaster Fault; Point Aconi Seam; Seven Foot Seam; shafts; stratigraphic correlations; structural controls; structural geology; sulphur; Thirteen Foot Seam,Cape Breton County; Cape Breton Island; Inverness; Inverness Coalfield; Inverness County; Mabou Coalfield; Mabou Mines; Port Hood; Sydney Coalfield,11K/03B; 11K/03C; 11K/04A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10355,No,Nova Scotia Coal Survey Progress Reports,Nova Scotia Department of Mines and Energy,Open File Report ME 1988-053,1976,270 page(s),3 map(s),"drillhole location, scale: 1:31680; mine site plan, scale: N/A",Acadia Seam; Carboniferous; chemical analyses; coal; coal analyses; drillhole logs; drillholes; economic geology; fossil fuels; mine development; mineral exploration activities; ore reserves estimates; Scott Seam,Cape Breton County; Chimney Corner Coalfield; Colchester County; Cumberland Coalfield; Cumberland County; Debert Coalfield; Glengarry Coalfield; Inverness Coalfield; Inverness County; Nova Scotia; Pictou Coalfield; Pictou County; Port Hood Coalfield,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10388,Yes,"Coal, Stellarton, Pictou County, Nova Scotia. Stellarton, Pictou County, Method Statement, Nova Scotia Open Cast Coal Project, Report for Opencast Coal Project, Addendum No. 1 [addendum to accompany Nova Scotia Department of Mines and Energy AR 11E/10A 10-M-29(11)]",George Wimpey Canada Limited,Assessment Report ME 1978-003,1978,5 page(s),0 map(s),,coal; drillholes; economic geology; feasibility studies; Foord Seam; fossil fuels; mine site development; New Seam; open pit mining; Pennsylvanian; production; Purvis Seam; stripping ratios,Pictou Coalfield; Pictou County; Stellarton,11E/10A,,,Accompanies NSDME AR ME 11E/10A 10-M-29(11),Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10390,No,Deposition of the Lower Three Members of the Stellarton Formation,"Daigle, L C, Acadia University",Report ME 1988-003,1988,199-202,2 map(s),"geological, scale: 1:125000; study area location, scale: N/A",coal; conglomerates; cross-sections; depositional history; drillholes; facies assemblages; fossil fuels; mudstones; Plymouth Mbr; sandstones; sedimentology; siltstones; Skinner Brook Mbr; Stellarton Fm; stratigraphic correlations; stratigraphy; Westville Mbr,Pictou County; Stellarton Basin,11E/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch Report of Activities 1988, Part A; 223 page(s)",,
10404,No,"Report on New Campbellton Coal District, Victoria County: Correlation and Coal Resource Potential","MacNeil, D J, Nova Scotia Department of Mines and Energy",Report ME 1988-001,1988,11-May,2 map(s),"geological, scale: 1:38500; study area location, scale: 1:250000",Backpit Seam; Bouthillier Seam; coal; drillholes; fossil fuels; Morien Gp; Mountain Fault; NC 87-1 [NSDME] Drillhole; Pennsylvanian; Phalen Seam; production; South Bar Fm; Stony Seam; stratigraphic columns; stratigraphy; Sydney Mines Fm,Cape Breton Island; Kellys Mountain; New Campbellton; Sydney Basin; Sydney Coalfield,11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch, Report of Activities 1987, Part B; 304 page(s)",,
10405,No,The Implications of Drillhole P59a on Coal Exploration in the Stellarton Basin,"Naylor, R D, Nova Scotia Department of Mines and Energy;Smith, W D, Nova Scotia Department of Mines and Energy",Report ME 1988-001,1988,13-19,4 map(s),"cross-section location, scale: 1:500000; isopach, scale: 1:300000; study area location, scale: 1:900000",Carboniferous; coal; coal seams; fossil fuels; lithology; McLeod Seam; P59a [NSDME] Drillhole; Stellarton Fm; stratigraphic columns; stratigraphic models; stratigraphic sections; stratigraphy,Pictou Coalfield; Pictou County; Stellarton Basin,11E/10A; 11E/10B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch, Report of Activities 1987, Part B; 304 page(s)",,
10407,No,Mineral Exploration Monitoring Activities,"McMullin, J M, Nova Scotia Department of Mines and Energy;McCulloch, P D, Nova Scotia Department of Mines and Energy",Report ME 1988-001,1988,31-42,2 map(s),"exploration activity location, scale: N/A",base metals; Cambrian; Carboniferous; coal; correlation charts; drillholes; fossil fuels; gold; graphite; gypsum; industrial minerals; limestones; magnetite; manganese; Meguma Gp; metallic minerals; mineral exploration activities; mines; Ordovician; Windsor Gp,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch, Report of Activities 1987, Part B; 304 page(s)",,
10437,No,"Determination of the Westphalian/Stephanian Boundary By Sphenophyll Events in the Morien Group, Sydney Coalfield, Nova Scotia","Zodrow, E L, University College of Cape Breton",Report ME 1988-001,1988,221-227,0 map(s),,biostratigraphy; Carboniferous; coal; Emery Seam; floral assemblages; fossil fuels; fossils; Harbour Seam; Hub Seam; Lloyd Cove Seam; Morien Gp; O'Dell Seam; paleobotany; paleontology; Pennsylvanian; Permian; Phalen Seam; photographs; Point Aconi Seam; stratigraphic charts; stratigraphic correlations; stratigraphy; systematic paleontology; Tracy Seam,Cape Breton County; Cape Breton Island; Sydney Basin; Sydney Coalfield,11J/04; 11K/01; 11K/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch, Report of Activities 1987, Part B; 304 page(s)",,
10465,No,"Cumberland Basin Stratigraphy: The Classic Joggins Section of Logan and Fletcher, and Windsor Group Correlation [Abstract]","Ryan, R J, Nova Scotia Department of Mines and Energy;Boehner, R C, Nova Scotia Department of Mines and Energy",Report ME 1988-001,1988,279-280,0 map(s),,Boss Point Fm; Canso Gp; carbonates; Carboniferous; Claremont Fm; coal; Cumberland Gp; fossil fuels; Joggins Fm; Malagash Fm; Middleborough Fm; Ragged Reef Fm; red beds; Riversdale Gp; Shepody Fm; Springhill Fm; stratigraphic correlations; stratigraphy,Cumberland County; Joggins,21H/07C; 21H/09C; 21H/10A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch, Report of Activities 1987, Part B; 304 page(s)",,
10488,Yes,Mineral Resource Land Use Map of Cape Breton County [11J/04] [1:50 000],"Hopper, D B, Nova Scotia Department of Mines and Energy;Gillis, H J, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-036,1988,0 page(s),1 map(s),"land use, scale: 1:50000",bedrock geological mapping; Bourinot Gp; Cambrian; Canso Gp; Carboniferous; coal seams; Devonian; drillholes; environmental geology; fossil fuels; Fourchu Gp; George River Gp; glacial deposits; Grantmire Fm; industrial minerals; intrusive rocks; Kelvin Glen Gp; land access; land use; land use planning; McAdams Lake Fm; metallic minerals; mineral occurrences; mineral resource lands; mines; Morien Gp; quarries; resources; surficial geology/geomorphology; Windsor Gp,Cape Breton County; Cape Breton Island; Glace Bay; Mira Bay; Sydney Coalfield,11J/04B; 11J/04C,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-59 30 00 / 46 00 00; -60 00 00 / 46 00 00; -60 00 00 / 46 15 00; -59 30 00 / 46 15 00,,,
10490,Yes,Mineral Resource Land Use Map of Cape Breton County [11K/01] [1:50 000],"Hopper, D B, Nova Scotia Department of Mines and Energy;Gillis, H J, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-037,1988,0 page(s),1 map(s),"land use, scale: 1:50000",bedrock geological mapping; Bourinot Gp; Cambrian; Canso Gp; Carboniferous; coal seams; Devonian; drillholes; environmental geology; fossil fuels; Fourchu Gp; George River Gp; glacial deposits; Grantmire Fm; industrial minerals; intrusive rocks; Kelvin Glen Gp; land access; land use; land use planning; McAdams Lake Fm; metallic minerals; mineral occurrences; mineral resource lands; mines; Morien Gp; Precambrian; quarries; resources; surficial geology/geomorphology; Windsor Gp,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01A; 11K/01B; 11K/01C; 11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-60 00 00 / 46 00 00; -60 30 00 / 46 00 00; -60 30 00 / 46 15 00; -60 00 00 / 46 15 00,,,
